contract_number,work_type,project_description,county,Proposal ID,Category Description,Primary County,Letting Date,tdot_work_type,match
CNW367,Resurfacing,THE RESURFACING ON I-75 FROM NEAR MILE POST 147 (L.M. 17.41) TO NEAR MILE POST 154 (L.M. 24.52).,CAMPBELL,CNW367,"ROADWAY, ROADWAY ALTERNATE AA1",CAMPBELL,20221209,Roadway,True
CNW354,Resurfacing,THE RESURFACING ON I-40 FROM THE WILLIAMSON COUNTY LINE (L.M. 0.00) TO THE DAVIDSON COUNTY LINE (L.M. 7.15).,CHEATHAM,CNW354,ROADWAY,CHEATHAM,20221209,Roadway,True
CNW387,Resurfacing,"RESURFACING ON I-269 IN SHELBY COUNTY FROM THE FAYETTE COUNTY LINE NEAR S.R. 193 (L.M. 0.63), CROSSING IN/OUT OF FAYETTE COUNTY TO I-40 IN SHELBY COUNTY (L.M. 6.83), INCLUDING BRIDGE DECK REPAIR AND THIN EPOXY OVERLAY.",FAYETTE AND SHELBY,CNW387,"BRIDGE, ROADWAY, ROADWAY ALTERNATE AA1",SHELBY,20221209,Roadway+Bridge,False
CNW357,Resurfacing,THE RESURFACING ON I-65 FROM THE ALABAMA STATE LINE (L.M. 0.00) TO SOUTH OF U.S. 64 (S.R. 15) (L.M. 13.72) INCLUDING THIN EPOXY OVERLAY ON THE BRIDGE OVER S.R. 273.,GILES,CNW357,"BRIDGE, ROADWAY, ROADWAY ALTERNATE AA1",GILES,20221209,Roadway+Bridge,False
CNW337,Resurfacing,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS, INCLUDING SPOT RESURFACING.",CHEATHAM,CNW337,ROADWAY,CHEATHAM,20221007,Roadway,True
CNQ079,Resurfacing,THE RESURFACING ON U.S. 31A (S.R. 11) FROM SOUTH OF S.R. 50 (L.M. 12.66) TO SOUTH OF S.R. 271 (L.M. 17.70).,MARSHALL,CNQ079,ROADWAY,MARSHALL,20160401,Roadway,True
CNY120,Resurfacing,"002,44S056-F8-004,44S056-M3-003 THE RESURFACING ON S.R. 53 FROM NEAR S.R. 262 (L.M. 13.45) TO S.R. 56 (L.M. 15.71) AND ON S.R. 56 FROM NORTH OF OLD CREEK ROAD (L.M. 10.08) TO THE CUMBERLAND RIVER BRIDGE (L.M. 11.13)",JACKSON,CNY120,"BRIDGE, ROADWAY",JACKSON,20240510,Roadway+Bridge,False
CNY116,Resurfacing,"003,46S067-F8-003 THE RESURFACING ON S.R. 67 FROM PEDRO SHOUN LANE (L.M. 12.47) TO NEAR U.S. 421 (S.R. 34) (L.M. 16.88) AND ON S.R. 418 FROM U.S. 421 (S.R. 34) (L.M. 0.00) TO U.S. 421 (S.R. 34) (L.M. 0.76).",JOHNSON,CNY116,ROADWAY,JOHNSON,20240510,Roadway,True
CNQ256,Resurfacing,THE RESURFACING ON S.R. 107 FROM U.S. 321 (S.R. 35) (L.M. 7.87) TO U.S. 11E (S.R. 34) (L.M. 10.50).,GREENE,CNQ256,ROADWAY,GREENE,20160819,Roadway,True
CNY076,Resurfacing,"THE RESURFACING ON S.R. 96 FROM THE DICKSON COUNTY LINE (L.M. 0.00) TO NEAR S.R. 100 (FAIRVIEW BOULEVARD) (L.M. 5.51), INCLUDING THIN EPOXY OVERLAY ON THE BRIDGE OVER I-40.",WILLIAMSON,CNY076,"BRIDGE, ROADWAY",WILLIAMSON,20240322,Roadway+Bridge,False
CNY081,Resurfacing,"THE RESURFACING ON S.R. 96 FROM I-65 (L.M. 13.15) TO NEAR ARNO ROAD (L.M. 14.67) AND ON S.R. 397 FROM U.S. 31 (S.R. 6, FRANKLIN ROAD) (L.M. 5.70) TO THE BRIDGE OVER THE HARPETH RIVER (L.M. 6.85).",WILLIAMSON,CNY081,ROADWAY,WILLIAMSON,20240322,Roadway,True
CNY101,Resurfacing,THE RESURFACING ON S.R. 108 FROM THE GRUNDY COUNTY LINE (L.M. 0.00) TO SOUTH OF S.R. 287 (L.M. 2.83).,WARREN,CNY101,ROADWAY,WARREN,20240322,Roadway,True
CNY070,Resurfacing,"003,87S170-F8-003 THE RESURFACING ON S.R. 170 FROM THE ANDERSON COUNTY LINE (L.M. 0.00) TO NEAR S.R. 144 (L.M. 5.86) AND ON S.R. 144 FROM S.R. 33 (L.M. 5.03) TO S.R. 170 (L.M. 7.65).",UNION,CNY070,ROADWAY,UNION,20240322,Roadway,True
CNY075,Resurfacing,THE RESURFACING ON U.S. 51 (S.R. 3) FROM NEAR BABE HOWARD BOULEVARD (L.M. 27.59) TO THE TIPTON COUNTY LINE (L.M. 33.08).,SHELBY,CNY075,ROADWAY,SHELBY,20240322,Roadway,True
CNY100,Resurfacing,THE RESURFACING ON U.S. 70N (S.R. 24) FROM WEST OF S.R. 56 (L.M. 11.00) TO NEAR MILLER ROAD (L.M. 15.71).,PUTNAM,CNY100,ROADWAY,PUTNAM,20240322,Roadway,True
CNY088,Resurfacing,"THE RESURFACING ON S.R. 22 FROM S.R. 5 (L.M. 5.47) TO S.R. 21 (L.M. 26.80), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",OBION,CNY088,"BRIDGE, ROADWAY",OBION,20240322,Roadway+Bridge,False
CNY082,Resurfacing,"129(18),64S129-F3-003,64S129-F8-003,STP/HSIP-129(19),52S129-F3- 003,52S129-F8-003 THE RESURFACING ON S.R. 129 FROM U.S. 231 (S.R. 10) (L.M. 0.00) IN MOORE COUNTY, THROUGH LINCOLN COUNTY AND BACK INTO MOORE COUNTY TO S.R. 55 (L.M. 3.70).",LINCOLN AND MOORE,CNY082,"BRIDGE, ROADWAY",MOORE,20240322,Roadway+Bridge,False
CNY073,Resurfacing,THE RESURFACING ON U.S. 43 (S.R. 6) FROM THE BRIDGE OVER SHOAL CREEK (L.M. 20.04) TO SOUTH OF REMKE LANE (L.M. 23.13).,LAWRENCE,CNY073,ROADWAY,LAWRENCE,20240322,Roadway,True
CNY102,Resurfacing,"6900(10),69945-3437-94,HSIP-7100(55),71946-3420-94 THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS IN JACKSON, PICKETT, AND PUTNAM COUNTIES, INCLUDING RESURFACING ON PIPPIN ROAD IN PUTNAM COUNTY.","JACKSON, PICKETT, AND PUTNAM",CNY102,"ROADWAY, ROADWAY COOKEVILLE, ROADWAY PUTNAM CO",JACKSON,20240322,Roadway,True
CNY085,Resurfacing,"003,36S069-F8-003 THE RESURFACING ON S.R. 69 FROM HOLLAND CREEK ROAD (L.M. 10.57) TO NEAR FREEWILL LANE (L.M. 20.62).",HARDIN,CNY085,ROADWAY,HARDIN,20240322,Roadway,True
CNY098,Resurfacing,"THE RESURFACING ON U.S. 27 (S.R. 29) FROM SOUTH OF OLD DAYTON PIKE (L.M. 25.72) TO NORTH OF COULTERVILLE ROAD (L.M. 28.32), INCLUDING THIN EPOXY OVERLAY OVER ROCK CREEK AND SALE CREEK.",HAMILTON,CNY098,"BRIDGE, ROADWAY",HAMILTON,20240322,Roadway+Bridge,False
CNY077,Resurfacing,THE RESURFACING ON S.R. 46 FROM ROBIN HOOD ROAD (L.M. 4.24) TO NEAR S.R. 47 (L.M. 7.98).,DICKSON,CNY077,ROADWAY,DICKSON,20240322,Roadway,True
CNY107,Resurfacing,"THE RESURFACING ON I-24 FROM I-65 (L.M. 12.80) TO I-40 (L.M. 15.88), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",DAVIDSON,CNY107,"BRIDGE, ROADWAY",DAVIDSON,20240322,Roadway+Bridge,False
CNY106,Resurfacing,THE RESURFACING ON I-24 FROM NEAR I-440 (L.M. 17.33) TO NEAR HAYWOOD LANE (L.M. 21.10).,DAVIDSON,CNY106,"ROADWAY, ROADWAY ALTERNATE AA1",DAVIDSON,20240322,Roadway,True
CNY108,Resurfacing,"THE RESURFACING ON U.S. 70 (S.R. 24) FROM U.S. 70 (S.R. 24, BROADWAY) (L.M. 12.73) TO COTTAGE LANE (L.M. 17.96).",DAVIDSON,CNY108,ROADWAY,DAVIDSON,20240322,Roadway,True
CNY244,Resurfacing,THE RESURFACING ON U.S. 11E (S.R. 34) FROM U.S. 25W (S.R. 9) (L.M. 0.00) TO THE JEFFERSON COUNTY LINE (L.M. 3.43).,KNOX,CNY244,ROADWAY,KNOX,20241004,Roadway,True
CNY239,Resurfacing,"33(158),62S033-F3-006,62S033-F8-006 THE RESURFACING ON U.S. 411 (S.R. 33) FROM NEAR S.R. 68 (L.M. 5.32) TO NEAR WARREN STREET (L.M. 7.07) AND FROM NEAR THE LITTLE TENNESSEE RIVER (L.M. 16.87) TO NEAR THE LOUDON COUNTY LINE (L.M. 18.11).",MONROE,CNY239,ROADWAY,MONROE,20241004,Roadway,True
CNY236,Resurfacing,THE RESURFACING ON I-840 FROM THE EAST FORK STONES RIVER BRIDGE (L.M. 15.50) TO THE WILSON COUNTY LINE (L.M. 20.54).,RUTHERFORD,CNY236,"ROADWAY, ROADWAY ALTERNATE AA2",RUTHERFORD,20241004,Roadway,True
CNY264,Resurfacing,THE RESURFACING ON I-40 FROM THE KNOX COUNTY LINE (L.M. 0.00) TO THE JEFFERSON COUNTY LINE (L.M. 4.76).,SEVIER,CNY264,"ROADWAY, ROADWAY ALTERNATE AA1",SEVIER,20241004,Roadway,True
CNY240,Resurfacing,THE RESURFACING ON I-65 FROM THE MAURY COUNTY LINE (L.M. 0.00) TO SOUTH OF S.R. 248 (L.M. 7.27).,WILLIAMSON,CNY240,"ROADWAY, ROADWAY ALTERNATE AA1, ROADWAY ALTERNATE AA2",WILLIAMSON,20241004,Roadway,True
CNY080,Resurfacing,THE RESURFACING ON S.R. 62 FROM NEAR S.R. 61 (L.M. 0.00) TO NEAR UNION VALLEY ROAD (L.M. 4.91).,ANDERSON,CNY080,ROADWAY,ANDERSON,20240322,Roadway,True
CNQ269,Resurfacing,THE RESURFACING ON U.S. 411 (S.R. 35) FROM NEAR FOOTHILLS DRIVE (L.M. 2.75) TO FRED KING LANE (L.M. 9.90).,SEVIER,CNQ269,ROADWAY,SEVIER,20160819,Roadway,True
CNY084,Resurfacing,"THE RESURFACING ON S.R. 391 FROM U.S. 70W (U.S. 70 BR, S.R. 1) (L.M. 0.00) TO U.S. 70E (S.R. 1) (L.M. 5.31).",BENTON,CNY084,ROADWAY,BENTON,20240322,Roadway,True
CNY078,Resurfacing,THE RESURFACING ON U.S. 129 (S.R. 115) FROM THE NORTH CAROLINA STATE LINE (L.M. 0.00) TO NEAR TABCAT CREEK (L.M. 11.19).,BLOUNT,CNY078,ROADWAY,BLOUNT,20240322,Roadway,True
CNY095,Resurfacing,THE RESURFACING ON U.S. 11 (S.R. 74) FROM NORTH OF INMAN STREET (L.M. 13.87) TO NORTH OF S.R. 60 (L.M. 15.46) (INCLUDES THE SB SECTION L.M. 0.00 - 0.41).,BRADLEY,CNY095,ROADWAY,BRADLEY,20240322,Roadway,True
CNY079,Resurfacing,THE RESURFACING ON S.R. 345 FROM NEAR U.S. 25E (S.R. 32) (L.M. 0.00) TO NEAR S.R. 63 (L.M. 8.51).,CLAIBORNE,CNY079,ROADWAY,CLAIBORNE,20240322,Roadway,True
CNY096,Resurfacing,THE RESURFACING ON S.R. 55 FROM NORTH OF HARPER LANE (L.M. 11.44) TO U.S. 41 (S.R. 2) (L.M. 13.79).,COFFEE,CNY096,ROADWAY,COFFEE,20240322,Roadway,True
CNY086,Resurfacing,"152(26),27S152-F3-003,27S152-F8-003,R4S152-M3-002 THE RESURFACING ON S.R. 152 FROM U.S. 412 (S.R. 20) (L.M. 0.00) IN CROCKETT COUNTY TO U.S. 70A (S.R. 366) (L.M. 1.95) IN GIBSON COUNTY, INCLUDING BRIDGE DECK AND EXPANSION JOINT REPAIRS, AND THIN EPOXY OVERLAY.",CROCKETT AND GIBSON,CNY086,"BRIDGE, ROADWAY",CROCKETT,20240322,Roadway+Bridge,False
CNY103,Resurfacing,THE RESURFACING ON S.R. 298 FROM NEAR JACKIE DRIVE (L.M. 2.70) TO EAST OF LAKE FRANCIS ROAD (L.M. 6.75).,CUMBERLAND,CNY103,ROADWAY,CUMBERLAND,20240322,Roadway,True
CNY074,Resurfacing,THE RESURFACING ON VARIOUS ROUTES WITHIN NATHAN BEDFORD FOREST STATE PARK.,BENTON,CNY074,ROADWAY,BENTON,20240322,Roadway,True
CNY242,Resurfacing,THE RESURFACING ON U.S. 25W (S.R. 9) FROM THE ANDERSON COUNTY LINE (L.M. 0.00) TO NEAR SCHAAD ROAD (L.M. 3.50).,KNOX,CNY242,ROADWAY,KNOX,20241004,Roadway,True
CNQ917,Resurfacing,"THE RESURFACING ON I-65 FROM SOUTH OF ARMORY DRIVE (L.M. 4.50) TO THE U.S. 31 (S.R. 6, 8TH AVENUE SOUTH) BRIDGE (L.M. 8.33), INCLUDING BRIDGE DECK REPAIR.",DAVIDSON,CNQ917,"BRIDGE, ROADWAY",DAVIDSON,20160212,Roadway+Bridge,False
CNQ011,Resurfacing,THE RESURFACING ON S.R. 46 FROM THE HICKMAN COUNTY LINE (L.M. 0.00) TO THE I-40 EASTBOUND RAMP (L.M. 3.57).,DICKSON,CNQ011,ROADWAY,DICKSON,20160212,Roadway,True
CNQ085,Resurfacing,THE RESURFACING ON S.R. 56 FROM SPIVEY STREET (L.M. 10.51) TO THE KENTUCKY STATE LINE (L.M. 20.09).,MACON,CNQ085,ROADWAY,MACON,20160401,Roadway,True
CNQ086,Resurfacing,THE RESURFACING ON S.R. 261 FROM ANTIOCH ROAD (L.M. 6.88) TO THE KENTUCKY STATE LINE (L.M. 13.41).,MACON,CNQ086,ROADWAY,MACON,20160401,Roadway,True
CNQ128,Resurfacing,THE RESURFACING ON S.R. 19 FROM NEAR ARP-CENTRAL ROAD (L.M. 16.00) TO NEAR VOLUNTEER DRIVE (L.M. 18.99).,LAUDERDALE,CNQ128,ROADWAY,LAUDERDALE,20160401,Roadway,True
CNQ119,Resurfacing,THE RESURFACING ON S.R. 131 FROM NEAR HOLLY CREST LANE (L.M. 16.75) TO NORTH OF U.S. 441 (S.R. 33) (L.M. 20.24).,KNOX,CNQ119,ROADWAY,KNOX,20160401,Roadway,True
CNQ040,Resurfacing,THE RESURFACING ON VARIOUS LOCAL STREETS IN JEFFERSON CITY.,JEFFERSON,CNQ040,ROADWAY,JEFFERSON,20160401,Roadway,True
CNQ091,Resurfacing,THE RESURFACING ON S.R. 13 FROM S.R. 49 (L.M. 6.85) TO THE MONTGOMERY COUNTY LINE (L.M. 13.71).,HOUSTON,CNQ091,ROADWAY,HOUSTON,20160401,Roadway,True
CNQ092,Resurfacing,THE RESURFACING ON S.R. 149 FROM S.R. 49 (L.M. 0.00) TO THE STEWART COUNTY LINE (L.M. 3.99).,HOUSTON,CNQ092,ROADWAY,HOUSTON,20160401,Roadway,True
CNQ083,Resurfacing,THE RESURFACING ON S.R. 50 FROM WEST OF TRACE CREEK ROAD (L.M. 11.60) TO S.R. 48 (L.M. 17.68).,HICKMAN,CNQ083,ROADWAY,HICKMAN,20160401,Roadway,True
CNQ094,Resurfacing,THE RESURFACING ON S.R. 230 FROM EAST OF DODD HOLLOW ROAD (L.M. 15.80) TO THE HUMPHREYS COUNTY LINE (L.M. 22.97).,HICKMAN,CNQ094,ROADWAY,HICKMAN,20160401,Roadway,True
CNQ141,Resurfacing,"THE RESURFACING (HOT IN-PLACE RECYCLING WITH THIN MIX OVERLAY OR FULL DEPTH OVERLAY) ON S.R 76 FROM THE TWO-LANE SECTION (L.M. 9.70) TO U.S. 70 (U.S. 79, S.R. 1) (L.M. 12.76).",HAYWOOD,CNQ141,"BRIDGE, ROADWAY, ROADWAY ALTERNATE AA2",HAYWOOD,20160401,Roadway+Bridge,False
CNQ098,Resurfacing,"THE RESURFACING ON S.R. 31 FROM U.S. 11W (S.R. 1) (L.M. 0.00) TO ADAMS LANE (L.M. 4.50), INCLUDING BRIDGE DECK REPAIR.",HAWKINS,CNQ098,"BRIDGE, ROADWAY",HAWKINS,20160401,Roadway+Bridge,False
CNQ127,Resurfacing,"THE RESURFACING ON U.S. 25E (S.R. 32) FROM PROGRESS PARKWAY (L.M. 0.69) TO COLLEGE PARK DRIVE (L.M. 6.01), INCLUDING BRIDGE DECK REPAIR.",HAMBLEN,CNQ127,"BRIDGE, ROADWAY",HAMBLEN,20160401,Roadway+Bridge,False
CNQ118,Resurfacing,THE RESURFACING ON S.R. 93 FROM S.R. 351 IN GREENE COUNTY TO S.R. 81 IN WASHINGTON COUNTY.,GREENE AND WASHINGTON,CNQ118,ROADWAY,GREENE,20160401,Roadway,True
CNQ142,Resurfacing,"THE RESURFACING ON U.S. 45E (S.R. 43) FROM NORTH OF CADES/ATWOOD ROAD (L.M. 14.25) TO THE WEAKLEY COUNTY LINE (L.M. 24.26), INCLUDING BRIDGE DECK REPAIR.",GIBSON,CNQ142,"BRIDGE, ROADWAY",GIBSON,20160401,Roadway+Bridge,False
CNQ087,Resurfacing,"THE RESURFACING ON U.S. 70 (S.R. 1) FROM VALLEY WOOD DRIVE (L.M. 6.69) TO CORLEW DRIVE (L.M. 14.00), IN DICKSON.",DICKSON,CNQ087,ROADWAY,DICKSON,20160401,Roadway,True
CNQ084,Resurfacing,"THE RESURFACING USING OGFC ON U.S. 31E (S.R. 6) FROM BRIARVILLE ROAD TO THE S.R. 155 UNDERPASS, AND ON S.R. 155 FROM THE MCGAVOCK PIKE RAMP TO THE BRIDGE OVER I-65.",DAVIDSON,CNQ084,ROADWAY,DAVIDSON,20160401,Roadway,True
CNQ090,Resurfacing,THE RESURFACING ON S.R. 254 (OLD HICKORY BOULEVARD) FROM S.R. 100 (L.M. 0.00) TO U.S. 431 (S.R. 106) (L.M. 2.77) IN NASHVILLE.,DAVIDSON,CNQ090,ROADWAY,DAVIDSON,20160401,Roadway,True
CNQ041,Resurfacing,"THE RESURFACING ON S.R. 158 FROM U.S. 11 (U.S. 70, S.R. 1) (L.M. 0.00) TO I-40 (L.M. 4.55).",KNOX,CNQ041,ROADWAY,KNOX,20160212,Roadway,True
CNQ070,Resurfacing,THE RESURFACING ON U.S. 51 (S.R. 3) FROM NEAR NEW WILSON ROAD (L.M. 15.72) TO THE S.R. 88 RAMP (L.M. 20.18).,LAUDERDALE,CNQ070,ROADWAY,LAUDERDALE,20160212,Roadway,True
CNQ001,Resurfacing,THE RESURFACING WITH BITUMINOUS SEAL COAT ON S.R. 227 FROM THE WAYNE COUNTY LINE (L.M. 0.00) TO WEST OF MAIN STREET (L.M. 6.50).,LAWRENCE,CNQ001,ROADWAY,LAWRENCE,20160212,Roadway,True
CNQ035,Resurfacing,THE RESURFACING ON U.S. 64/74 (S.R. 40) FROM MILE POST 17.0 (L.M. 16.95) TO EAST OF THE OCOEE WHITE WATER CENTER (L.M. 20.54).,POLK,CNQ035,ROADWAY,POLK,20160212,Roadway,True
CNQ038,Resurfacing,"THE RESURFACING ON S.R. 111 FROM WEST OF LEWIS CHAPEL ROAD (L.M. 4.35) TO THE BRIDGE OVER EAST VALLEY ROAD (L.M. 7.60), INCLUDING BRIDGE DECK REPAIR.",SEQUATCHIE,CNQ038,"BRIDGE, ROADWAY",SEQUATCHIE,20160212,Roadway+Bridge,False
CNQ013,Resurfacing,THE RESURFACING ON U.S. 231 (S.R. 376) FROM THE TROUSDALE COUNTY LINE (L.M. 0.00) TO U.S. 31E (S.R. 6) (L.M. 3.39).,SUMNER,CNQ013,ROADWAY,SUMNER,20160212,Roadway,True
CNQ026,Resurfacing,THE RESURFACING ON VARIOUS CITY STREETS IN OAK RIDGE.,ANDERSON,CNQ026,ROADWAY,ANDERSON,20160212,Roadway,True
CNQ071,Resurfacing,THE RESURFACING ON U.S. 51 (S.R. 3) FROM THE SHELBY COUNTY LINE (L.M. 0.00) TO WOODLAWN AVENUE (L.M. 9.60).,TIPTON,CNQ071,ROADWAY,TIPTON,20160212,Roadway,True
CNQ924,Resurfacing,THE RESURFACING ON U.S. 321 (S.R. 73) FROM S.R. 71 (L.M. 11.12) TO EAST OF GLADES ROAD (L.M. 13.90).,SEVIER,CNQ924,ROADWAY,SEVIER,20160401,Roadway,True
CNQ122,Resurfacing,THE RESURFACING ON S.R. 170 FROM U.S. 441 (S.R. 71) (L.M. 0.00) TO THE UNION COUNTY LINE (L.M. 5.55).,ANDERSON,CNQ122,ROADWAY,ANDERSON,20160401,Roadway,True
CNQ129,Resurfacing,THE RESURFACING ON U.S. 70S (S.R. 1) FROM HOLLIS CREEK ROAD (L.M. 3.47) TO EAST OF OLD MURFREESBORO ROAD (L.M. 5.66).,CANNON,CNQ129,ROADWAY,CANNON,20160401,Roadway,True
CNQ112,Resurfacing,THE RESURFACING ON S.R. 52 FROM THE MACON COUNTY LINE (L.M. 0.00) TO LITTLE TRACE CREEK (L.M. 4.69).,CLAY,CNQ112,ROADWAY,CLAY,20160401,Roadway,True
CNQ123,Resurfacing,THE RESURFACING ON S.R. 160 FROM U.S. 321 (S.R. 35) TO SOUTH BUCKNER ROAD (L.M. 5.22).,COCKE,CNQ123,ROADWAY,COCKE,20160401,Roadway,True
CNQ111,Resurfacing,THE RESURFACING ON S.R. 392 FROM S.R. 28 (MAIN STREET) (L.M. 2.78) TO U.S. 70E (S.R. 1) (L.M. 5.28).,CUMBERLAND,CNQ111,ROADWAY,CUMBERLAND,20160401,Roadway,True
CNQ009,Resurfacing,THE RESURFACING ON U.S. 431 (S.R. 106) FROM THE MAURY COUNTY LINE (L.M. 0.00) TO CRITZ LANE (L.M. 6.10).,WILLIAMSON,CNQ009,ROADWAY,WILLIAMSON,20160212,Roadway,True
CNY115,Resurfacing,"THE RESURFACING ON S.R. 92 FROM U.S. 25W (U.S. 70, S.R. 9) (L.M. 9.74) TO NEAR DUMPLIN VALLEY ROAD (L.M. 13.15).",JEFFERSON,CNY115,ROADWAY,JEFFERSON,20240510,Roadway,True
CNY263,Resurfacing,"THE RESURFACING ON I-81 FROM I-40 (L.M. 0.00) TO THE HAMBLEN COUNTY LINE (7.54), INCLUDING BRIDGE DECK AND EXPANSION JOINT REPAIRS, AND THIN EPOXY OVERLAY.",JEFFERSON,CNY263,"BRIDGE, ROADWAY, ROADWAY ALTERNATE AA1",JEFFERSON,20241004,Roadway+Bridge,False
CNY238,Resurfacing,THE RESURFACING ON S.R. 66 FROM NEAR CHOPTACK ROAD (L.M. 19.23) TO THE HANCOCK COUNTY LINE (L.M. 29.84).,HAWKINS,CNY238,ROADWAY,HAWKINS,20241004,Roadway,True
CNY014,Resurfacing,"THE RESURFACING ON U.S. 321 (S.R. 73) FROM NEAR TUCKALEECHEE PIKE (L.M. 17.05) TO NEAR THE BRIDGE OVER HESSE CREEK (L.M. 22.90), INCLUDING THIN EPOXY OVERLAY ON BRIDGES.",BLOUNT,CNY014,"BRIDGE, ROADWAY",BLOUNT,20240209,Roadway+Bridge,False
CNY277,Resurfacing,THE RESURFACING ON S.R. 13 FROM SOUTH OF CHALK CREEK ROAD (L.M. 21.50) TO HILL STREET WEST (L.M. 26.80).,WAYNE,CNY277,ROADWAY,WAYNE,20241206,Roadway,True
CNY310,Resurfacing,THE RESURFACING ON S.R. 81 FROM NEAR RIDGECREST DRIVE (L.M. 10.97) TO S.R. 75 (L.M. 17.99).,WASHINGTON,CNY310,ROADWAY,WASHINGTON,20241206,Roadway,True
CNY306,Resurfacing,"THE RESURFACING ON U.S. 51 (S.R. 3) FROM EAST WOODLAWN AVENUE (L.M. 9.60) TO WINN STREET (L.M. 15.40), INCLUDING BRIDGE EXPANSION JOINT REPAIRS AND THIN EPOXY OVERLAY.",TIPTON,CNY306,"BRIDGE, ROADWAY",TIPTON,20241206,Roadway+Bridge,False
CNY274,Resurfacing,THE RESURFACING ON S.R. 49 FROM S.R. 25 (L.M. 16.81) TO NORTH OF S.R. 52 (L.M. 23.51).,ROBERTSON,CNY274,ROADWAY,ROBERTSON,20241206,Roadway,True
CNY275,Resurfacing,THE RESURFACING ON U.S. 431 (S.R. 65) FROM BRICK SCHOOL ROAD (L.M. 14.49) TO THE KENTUCKY STATE LINE (L.M. 16.20).,ROBERTSON,CNY275,ROADWAY,ROBERTSON,20241206,Roadway,True
CNY302,Resurfacing,THE RESURFACING ON I-40 FROM NEAR S.R. 58 AND S.R. 326 (L.M. 16.24) TO THE LOUDON COUNTY LINE (L.M. 22.98).,ROANE,CNY302,"ROADWAY, ROADWAY ALTERNATE AA1",ROANE,20241206,Roadway,True
CNY118,Resurfacing,"THE RESURFACING ON U.S. 27 (S.R. 29) FROM SOUTH OF BOOFER LANE (L.M. 14.56) TO SOUTH OF METZGER LANE (L.M. 19.80), INCLUDING BRIDGE EXPANSION JOINT REPAIRS.",RHEA,CNY118,"BRIDGE, ROADWAY",RHEA,20241206,Roadway+Bridge,False
CNY286,Resurfacing,THE RESURFACING ON S.R. 48 FROM U.S. 79 (S.R. 13) (L.M. 6.86) TO THE KENTUCKY STATE LINE (L.M. 12.44).,MONTGOMERY,CNY286,ROADWAY,MONTGOMERY,20241206,Roadway,True
CNY301,Resurfacing,"THE RESURFACING ON S.R. 50 FROM COLLINS LANE (L.M. 25.25) TO THE MAURY COUNTY LINE (L.M. 31.66), AND MISCELLANEOUS SAFETY IMPROVEMENTS FROM THE HIGHWAY 50 WEST LOOP (L.M. 12.01) TO ORTON CIRCLE (L.M. 14.45).",HICKMAN,CNY301,ROADWAY,HICKMAN,20241206,Roadway,True
CNY276,Resurfacing,THE RESURFACING ON S.R. 230 FROM S.R. 50 (L.M. 0.00) TO S.R. 100 (L.M. 9.31).,HICKMAN,CNY276,ROADWAY,HICKMAN,20241206,Roadway,True
CNY308,Resurfacing,THE RESURFACING ON U.S. 11E (S.R. 34) FROM NEAR DEPOT STREET (L.M. 15.24) TO THE HAWKINS COUNTY LINE (L.M. 21.00).,HAMBLEN,CNY308,ROADWAY,HAMBLEN,20241206,Roadway,True
CNY283,Resurfacing,THE RESURFACING ON S.R. 420 FROM U.S. 45W (S.R. 5) (L.M. 0.00) TO S.R. 186 (L.M. 4.57).,GIBSON,CNY283,ROADWAY,GIBSON,20241206,Roadway,True
CNY281,Resurfacing,THE RESURFACING ON S.R. 78 FROM NEAR U.S. 51 (S.R. 3) (L.M. 1.51) TO S.R. 103 (L.M. 9.52).,DYER,CNY281,ROADWAY,DYER,20241206,Roadway,True
CNY151,Resurfacing,THE RESURFACING ON U.S. 412 (S.R. 20) FROM S.R. 69 (L.M. 3.59) TO THE PERRY COUNTY LINE (L.M. 9.14).,DECATUR,CNY151,ROADWAY,DECATUR,20241206,Roadway,True
CNY284,Resurfacing,"THE RESURFACING ON I-65 FROM I-40 (L.M. 8.44) TO NEAR THE CUMBERLAND RIVER BRIDGE (L.M. 11.91), INCLUDING THIN EPOXY OVERLAY AT L.M. 8.55.",DAVIDSON,CNY284,"BRIDGE, ROADWAY",DAVIDSON,20241206,Roadway+Bridge,False
CNY287,Resurfacing,"THE RESURFACING ON I-40 FROM 46TH AVENUE (L.M. 13.33) TO NEAR JEFFERSON STREET (L.M. 16.44), INCLUDING BRIDGE EXPANSION JOINT REPAIR AND THIN EPOXY OVERLAY.",DAVIDSON,CNY287,"BRIDGE, ROADWAY",DAVIDSON,20241206,Roadway+Bridge,False
CNY117,Resurfacing,THE RESURFACING ON U.S. 441 (S.R. 33) FROM NEAR CENTRAL STREET (L.M. 8.29) TO NEAR MINERAL SPRINGS AVENUE (L.M. 11.10).,KNOX,CNY117,ROADWAY,KNOX,20240510,Roadway,True
CNY134,Resurfacing,"THE RESURFACING ON S.R. 240 FROM S.R. 242 (L.M. 9.46) TO S.R. 20 (L.M. 14.97), INCLUDING BRIDGE DECK REPAIRS.",LAWRENCE,CNY134,"BRIDGE, ROADWAY",LAWRENCE,20240510,Roadway+Bridge,False
