contract_number,county,num_counties,multi_county,work_type,project_description,project_length,project_length_unit,has_grading,has_drainage,has_bridge,has_retaining_wall,has_signals,has_guardrail,has_milling,has_widening,is_interstate,is_us_route,is_state_route
CNR168,PERRY,1,False,Resurfacing,THE RESURFACING ON S.R. 128 FROM HOLDER CEMETERY ROAD (L.M. 6.05) TO S.R. 13 (L.M. 12.13).,6.08,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR181,OBION,1,False,Resurfacing,"94,66006-8214-14,STP/HSIP-21(22),66010-3212-94,66010-8212-14 THE RESURFACING ON S.R. 21, S.R. 184 AND S.R. 214.",3.69,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR222,OBION,1,False,Resurfacing,THE RESURFACING ON S.R. 21 FROM THE LAKE COUNTY LINE (L.M. 0.00) TO S.R. 183 (L.M. 7.08).,7.08,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR182,MONTGOMERY,1,False,Resurfacing,THE RESURFACING ON U.S. 41A (S.R. 112) FROM S.R.374 (L.M. 9.44) TO UNIVERSITY AVENUE (L.M.13.88).,4.44,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR163,MONROE,1,False,Resurfacing,THE RESURFACING ON U.S. 411 (S.R. 33) FROM NEAR STINNETT RIDGE ROAD (L.M. 8.88) TO NEAR KING ROAD (L.M. 11.10).,2.22,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR216,MONROE,1,False,Resurfacing,THE RESURFACING ON S.R. 322 FROM THE LOUDON COUNTY LINE (L.M. 0.00) TO S.R. 2 (L.M. 3.10).,3.1,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR151,MONROE,1,False,Resurfacing,THE RESURFACING ON S.R. 68 FROM NEAR THE BRIDGES OVER I-75 (L.M. 0.30) TO NEAR THE BRIDGE OVER THE SOUTHERN RAILWAY (L.M. 3.00).,2.7,MILES,False,False,True,False,False,False,False,False,True,False,True
CNR201,MCMINN,1,False,Resurfacing,THE RESURFACING ON I-75 FROM NEAR MILE MARKER 39 (L.M. 4.03) TO THE S.R. 30 BRIDGE (L.M. 13.86).,9.83,MILES,False,False,True,False,False,False,False,False,True,False,True
CNW160,STEWART,1,False,Resurfacing,THE RESURFACING ON U.S. 79 (S.R. 76) FROM OLD S.R. 76 (L.M. 5.92) TO NEAR WATER STREET (L.M. 13.33).,6.86,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR162,MAURY,1,False,Resurfacing,THE RESURFACING ON U.S. 412 (S.R. 99) FROM THE LEWIS COUNTY LINE (L.M. 0.00) TO EAST OF CECIL FARM ROAD (L.M. 6.00).,6.0,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW196,SULLIVAN,1,False,Resurfacing,THE RESURFACING AND PAVING OF VARIOUS SECTIONS IN WARRIOR PATH STATE PARK.,1.8,MILES,False,False,False,False,False,False,False,False,False,False,False
CNR152,MARSHALL AND MAURY,2,True,Resurfacing,"94,60014-8217-14 THE RESURFACING ON U.S. 431 (S.R. 106) IN MAURY COUNTY (L.M. 0.00 TO L.M. 0.51) AND MARSHALL COUNTY (L.M. 0.00 TO L.M. 2.29).",2.8,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR187,SHELBY,1,False,Resurfacing,"THE RESURFACING ON S.R. 175 FROM U.S. 51 (S.R. 3, ELVIS PRESLEY BOULEVARD) (L.M. 4.67) TO SWINNEA ROAD (L.M. 8.24).",3.57,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW188,POLK,1,False,Resurfacing,THE RESURFACING ON U.S. 411 (S.R. 33) FROM THE GEORGIA STATE LINE (L.M. 0.00) TO SOUTH OF LOWERY ROAD (L.M. 9.33).,9.33,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR170,STEWART,1,False,Resurfacing,THE RESURFACING ON S.R. 120 FROM S.R. 76 (L.M. 0.00) TO THE KENTUCKY STATE LINE (L.M. 12.16).,12.16,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW186,OVERTON AND PICKETT,2,True,Resurfacing,THE RESURFACING ON S.R. 52 FROM NEAR DOGWALK ROAD (L.M. 18.32) IN OVERTON COUNTY TO THE FENTRESS COUNTY LINE (L.M. 2.26) IN PICKETT COUNTY.,8.56,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW203,LAKE,1,False,Resurfacing,"003,STP/HSIP-78(28),48S078-F3-002,48S078-F8-002 THE RESURFACING AND MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 78 FROM CLAY WYNN ROAD (L.M. 6.53) TO NEAR S.R. 21 (L.M. 10.64) AND RESURFACING FROM NEAR S.R. 22 (L.M. 11.23) TO VAN WORKS ROAD (L.M. 15.62).",8.5,MILES,False,False,False,False,False,False,False,False,False,False,True
CNV285,CARROLL,1,False,Resurfacing,"THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON U.S. 70A (S.R. 77) FROM U.S. 70A (S.R. 76, EAST MAIN STREET) TO NEAR BIGHAM LANE (L.M. 0.00 TO L.M. 4.00).",4.0,MILES,False,False,False,False,False,False,False,False,False,False,True
CNV911,SHELBY,1,False,Resurfacing,"94,79028-8275-14 THE RESURFACING ON S.R. 57 FROM S.R. 14 (L.M. 0.00) TO POPLAR AVENUE (L.M. 1.20).",1.2,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW167,LAUDERDALE,1,False,Resurfacing,"THE RESURFACING ON S.R. 19 FROM FOUR MILE LANE (L.M. 0.00) TO NEAR BLUFF ROAD (L.M. 12.40), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",12.4,MILES,False,False,True,False,False,False,False,False,False,False,True
CNW150,LAUDERDALE,1,False,Resurfacing,THE RESURFACING ON S.R. 180 FROM S.R. 88 (L.M. 0.01) TO U.S. 51 (S.R. 3) (L.M. 2.63).,2.62,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR048,DAVIDSON,1,False,Resurfacing,THE RESURFACING ON I-24 FROM S.R. 6 TO THE I-40 WB RAMPS INCLUDING BRIDGE REHABILITATION ON I-24 OVER SPRING STREET AND OVER THE CSX RAILROAD AND OLDHAM STREET.,1.572,MILES,False,False,True,False,False,False,False,False,True,False,True
CNW168,LAWRENCE,1,False,Resurfacing,THE RESURFACING ON U.S. 43 (S.R. 6) FROM WEST OF SMITH CIRCLE (L.M. 9.50) TO WEST OF OLD JACKSON HIGHWAY SOUTH (L.M. 14.50).,5.0,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW152,MADISON,1,False,Resurfacing,THE RESURFACING ON S.R. 18 FROM NEAR MERIDIAN CREEK (L.M. 4.77) TO U.S. 45 (S.R. 5) (L.M. 9.83).,5.06,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW185,MARION,1,False,Resurfacing,THE RESURFACING ON S.R. 27 FROM NEAR KETNER MILL LANE (L.M. 12.47) TO NEAR BAILEY LANE (L.M. 16.62).,4.15,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR248,FENTRESS,1,False,Resurfacing,THE RESURFACING ON S.R. 62 FROM THE PUTNAM COUNTY LINE (L.M. 0.00) TO WEST OF U.S. 127 (S.R. 28) (L.M. 5.80).,5.8,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW155,MAURY,1,False,Resurfacing,"THE RESURFACING ON U.S. 43BP (S.R. 6) FROM THE BRIDGE OVER CSXT RAILROAD (L.M. 14.81) TO NEAR OLD WILLIAMSPORT PIKE (L.M. 19.77), INCLUDING BRIDGE DECK REPAIR AND THIN EPOXY OVERLAY.",4.96,MILES,False,False,True,False,False,False,False,False,False,False,True
CNR180,MARSHALL,1,False,Resurfacing,THE RESURFACING ON S.R. 64 FROM U.S. 31A (S.R. 11) (L.M. 0.00) TO THE BEDFORD COUNTY LINE (L.M. 3.03).,3.03,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR155,WILSON,1,False,Resurfacing,THE RESURFACING ON S.R. 171 FROM I-40 (L.M. 4.84) TO DIVISION STREET (L.M. 6.92).,2.08,MILES,False,False,False,False,False,False,False,False,True,False,True
CNW184,MCMINN,1,False,Resurfacing,THE RESURFACING ON S.R. 39 FROM EAST OF COUNTY ROAD 435 (L.M. 12.30) TO MAIN STREET (L.M. 15.10).,2.65,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR211,WEAKLEY,1,False,Resurfacing,THE RESURFACING ON U.S. 45E (S.R. 43) FROM THE GIBSON COUNTY LINE (L.M. 0.00) TO OLD U.S. 45E (L.M. 7.01).,14.02,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW154,MCNAIRY,1,False,Resurfacing,"002,55S005-M3-003 THE RESURFACING WITH HOT IN-PLACE RECYCLING ON U.S. 45 (S.R. 5) FROM U.S. 45 (S.R. 5) (L.M. 11.78) TO U.S. 64 (S.R. 15) (L.M. 15.58), INCLUDING MISCELLANEOUS SAFETY IMPROVEMENTS.",3.8,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR177,WAYNE,1,False,Resurfacing,THE RESURFACING ON S.R. 13 FROM THE ALABAMA STATE LINE (L.M. 0.00) TO NORTH OF HOUSTON SMITH ROAD (L.M. 5.80).,5.8,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR208,WARREN,1,False,Resurfacing,THE RESURFACING ON S.R. 287 FROM NEAR S.R. 56 (L.M. 27.88) TO NEAR S.R. 288 (L.M. 33.88).,6.0,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR207,WARREN,1,False,Resurfacing,THE RESURFACING ON S.R. 287 FROM EAST OF SHELBYVILLE ROAD (L.M. 10.17) TO NASHVILLE HIGHWAY (OLD S.R. 1) (L.M. 14.32).,4.15,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR206,BUREN,1,False,Resurfacing,THE RESURFACING ON S.R. 8 FROM THE SEQUATCHIE COUNTY LINE (L.M. 0.00) TO THE WARREN COUNTY LINE (L.M. 4.17).,4.17,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW159,MONROE,1,False,Resurfacing,THE RESURFACING ON S.R. 68 FROM NEAR OLD STATE ROAD (L.M. 18.93) TO NEAR MARTIN ROAD (L.M. 26.60).,7.37,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW156,OBION,1,False,Resurfacing,THE RESURFACING ON S.R. 183 FROM PALESTINE AVENUE (L.M. 9.37) TO U.S. 51 (S.R. 3) (L.M. 14.17).,4.8,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR174,SUMNER,1,False,Resurfacing,"94,83008-8231-14 THE RESURFACING ON U.S. 31W (S.R. 41) FROM S.R. 25 (L.M. 14.41) TO SOUTH OF TGT ROAD (L.M. 22.18) AND ON S.R. 76 FROM S.R. 25 (L.M. 3.91) TO S.R. 109 (L.M. 10.34).",14.2,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR159,SUMNER,1,False,Resurfacing,"94,83076-8249-14,NH/HSIP-6(123),83077-3218-94,83077-8218-14,STP/HSIP- 174(25),83017-3249-94,83017-8249-14 THE RESURFACING ON U.S. 31E, S.R. 109, S.R. 174 AND S.R. 386.",12.66,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR171,WILSON,1,False,Resurfacing,THE RESURFACING ON S.R. 109 FROM I-840 (L.M. 0.00) TO I-40 (L.M. 3.99).,3.99,MILES,False,False,False,False,False,False,False,False,True,False,True
CNR212,MARION,1,False,Resurfacing,THE RESURFACING ON S.R. 108 FROM S.R. 28 (L.M. 0.00) TO SOUTH OF FISH BRANCH ROAD (L.M. 4.30).,4.3,MILES,False,False,False,False,False,False,False,False,False,False,True
CNT027,MCMINN,1,False,Resurfacing,THE RESURFACING ON U.S. 11 (S.R. 2) FROM SOUTH OF ROCKY MOUNT ROAD (L.M. 12.18) TO NORTH OF HAINES ROAD (L.M. 14.80).,2.62,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR167,DAVIDSON,1,False,Resurfacing,THE RESURFACING ON U.S. 31E (S.R. 6) FROM GALLATIN PIKE (L.M. 16.49) TO S.R. 45 (OLD HICKORY BOULEVARD) (L.M. 18.57).,2.08,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR213,FENTRESS,1,False,Resurfacing,"94,25003-8227-14 THE RESURFACING ON S.R. 52 FROM WEST OF S.R. 154 TO EAST OF THE BRIDGE OVER S.R. 28 AND ON S.R. 154 FROM S.R. 52 TO NORTH MAIN STREET.",3.98,MILES,False,False,True,False,False,False,False,False,False,False,True
CNR188,FAYETTE,1,False,Resurfacing,THE RESURFACING ON S.R. 222 FROM S.R. 59 (L.M. 0.00) TO HEBRON DRIVE (L.M. 7.48).,7.48,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR164,BLOUNT,1,False,Resurfacing,THE RESURFACING ON S.R. 334 FROM S.R. 335 (L.M. 0.00) TO S.R. 333 (L.M. 2.49).,2.49,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR148,BLOUNT,1,False,Resurfacing,THE RESURFACING ON S.R. 336 FROM NEAR REAGAN MILL ROAD (L.M. 5.00) TO NEAR MONTVALE ROAD (L.M. 12.70).,7.7,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR196,BRADLEY,1,False,Resurfacing,"THE RESURFACING ON U.S. 64BP (U.S. 74, S.R. 311) FROM THE U.S. 64 (U.S. 11, S.R. 2) EXIT RAMP (L.M. 1.29) TO GOLDSTAR DRIVE (L.M. 3.06).",1.77,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR175,DYER,1,False,Resurfacing,"94,23010-8213-14 THE RESURFACING ON U.S. 51 (S.R. 3) FROM S.R. 3/S.R. 211 OVERHEAD TO THE S.R. 77 RAMP AND ON S.R. 77 FROM WEST OF U.S. 51 (S.R. 3) TO THE GIBSON COUNTY LINE.",12.96,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW163,WILLIAMSON,1,False,Resurfacing,THE RESURFACING ON S.R. 100 FROM DEER RIDGE ROAD (L.M. 3.00) TO FERNVALE ROAD (L.M. 6.85).,3.85,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW175,WILLIAMSON,1,False,Resurfacing,THE RESURFACING ON U.S. 41A (S.R. 16) FROM U.S. 31A (S.R. 11) (L.M. 0.00) TO THE RUTHERFORD COUNTY LINE (L.M. 1.33).,1.33,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR197,CLAY,1,False,Resurfacing,THE RESURFACING ON S.R. 53 FROM SOUTH OF OLD LIVINGSTON HIGHWAY (L.M. 6.72) TO THE BRIDGE OVER OBEY RIVER (L.M. 9.00).,2.28,MILES,False,False,True,False,False,False,False,False,False,False,True
CNR179,DAVIDSON,1,False,Resurfacing,THE RESURFACING ON U.S. 31W (S.R. 11) FROM SOUTH OF S.R. 155 (BRILEY PARKWAY) (L.M. 17.42) TO NORTH OF S.R. 45 (OLD HICKORY BOULEVARD) (L.M. 19.41).,1.99,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR146,COCKE,1,False,Resurfacing,"14,STP/HSIP-339(12),15017-3204-94,15017-8204-14 THE RESURFACING AND MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 321 (S.R. 32) AND RESURFACING ON S.R. 339.",10.91,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW162,UNION,1,False,Resurfacing,THE RESURFACING ON S.R. 170 FROM S.R. 144 (L.M. 5.86) TO S.R. 33 (L.M. 13.58).,7.72,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR157,DAVIDSON,1,False,Resurfacing,THE RESURFACING ON S.R. 155 FROM THE BRIDGE OVER TWO RIVERS PARKWAY (L.M. 10.08) TO WEST OF THE MCGAVOCK PIKE RAMP (L.M. 12.18).,2.1,MILES,False,False,True,False,False,False,False,False,False,False,True
CNR138,COCKE AND JEFFERSON,2,True,Resurfacing,"THE RESURFACING ON U.S. 411 (S.R. 35) FROM NEAR HORTON ROAD (L.M. 0.00) IN JEFFERSON COUNTY TO U.S. 25W (U.S. 70, S.R. 9) (L.M. 1.60) IN COCKE COUNTY.",3.34,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR199,COFFEE,1,False,Resurfacing,THE RESURFACING ON S.R. 280 FROM U.S. 41 (S.R. 2) (L.M. 0.00) TO S.R. 53 (L.M. 10.60).,10.6,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR198,COFFEE,1,False,Resurfacing,THE RESURFACING ON U.S. 41 (S.R. 2) FROM EAST OF HENDRIXSON DRIVE (L.M. 12.92) TO THE BRIDGE OVER I-24 (L.M. 16.78).,3.86,MILES,False,False,True,False,False,False,False,False,True,True,True
CNR209,CUMBERLAND,1,False,Resurfacing,THE RESURFACING ON S.R. 101 FROM THE BLEDSOE COUNTY LINE (L.M. 0.00) TO VANDEVER ROAD (L.M. 9.12).,9.12,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW192,VAN BUREN AND WARREN,2,True,Resurfacing,THE RESURFACING ON S.R. 30 FROM U.S. 70S (S.R. 1) (L.M. 0.00) IN WARREN COUNTY TO NEAR LAUREL CREEK ROAD (L.M. 4.27) IN VAN BUREN COUNTY.,10.93,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR214,FRANKLIN,1,False,Resurfacing,THE RESURFACING ON S.R. 50 FROM NEAR DRY CREEK BRIDGE (L.M. 10.26) TO S.R. 130 (L.M. 12.00).,1.74,MILES,False,False,True,False,False,False,False,False,False,False,True
CNW189,WARREN,1,False,Resurfacing,"THE RESURFACING ON U.S. 70S (S.R. 1) FROM NEAR ROBINSON ROAD (L.M. 9.33) TO S.R. 55 (L.M. 10.56), AND ON S.R. 287 FROM L.M. 5.15 - 5.25 (AT-GRADE RAILROAD CROSSING).",1.33,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR939,JEFFERSON,1,False,Resurfacing,"94,45004-8242-14 THE RESURFACING ON U.S. 25W (U.S. 70, S.R. 9) FROM THE SEVIER COUNTY LINE (L.M. 0.00) TO NEAR S.R. 92 (L.M. 11.23).",11.23,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR185,MADISON,1,False,Resurfacing,THE RESURFACING ON U.S. 412 (S.R. 20) FROM THE CROCKETT COUNTY LINE (L.M. 0.00) TO NEAR THE I-40 ON RAMP (L.M. 7.34).,7.34,MILES,False,False,False,False,False,False,False,False,True,True,True
CNW290,SHELBY,1,False,Resurfacing,"THE RESURFACING ON U.S. 78 (S.R. 4) FROM S.R. 176 (L.M. 5.34) TO NEAR I-240 (L.M. 7.68), INCLUDING BRIDGE DECK AND EXPANSION JOINT REPAIRS.",2.34,MILES,False,False,True,False,False,False,False,False,True,True,True
CNR305,WILLIAMSON,1,False,Resurfacing,THE RESURFACING ON I-840 FROM WEST OF U.S. 31 (S.R. 6) (L.M. 21.70) TO NEAR CAMPBELL ROAD (L.M. 26.00).,4.3,MILES,False,False,False,False,False,False,False,False,True,True,True
CNR938,DECATUR,1,False,Resurfacing,THE RESURFACING ON S.R. 114 FROM THE END OF THE TENNESSEE RIVER BRIDGE (L.M. 0.12) TO S.R. 69 (L.M. 2.15).,2.03,MILES,False,False,True,False,False,False,False,False,False,False,True
CNR173,MACON,1,False,Resurfacing,THE RESURFACING ON S.R. 52 FROM OLD HIGHWAY 52/BRATTONTOWN CIRCLE (L.M. 9.89) TO WEST OF RED BOILING SPRINGS ROAD (L.M. 14.65).,4.76,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR147,KNOX,1,False,Resurfacing,THE RESURFACING ON U.S. 11 (S.R. 1) FROM NEAR MORRELL ROAD (L.M. 12.00) TO NEAR NEWCOM AVENUE (L.M. 15.01).,3.01,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR200,JACKSON,1,False,Resurfacing,THE RESURFACING ON S.R. 85 FROM S.R. 53 (L.M. 15.32) TO NEAR GAW BRANCH ROAD (L.M. 20.17).,4.85,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR178,GILES,1,False,Resurfacing,THE RESURFACING ON S.R.11 FROM NORTH OF YORK HOLLOW ROAD (L.M.13.00) TO EAST OF 6TH STREET (L.M. 18.30).,5.3,MILES,False,False,False,False,False,False,False,False,False,False,False
CNR142,HAWKINS,1,False,Resurfacing,THE RESURFACING ON S.R. 347 FROM NEAR GOSHEN VALLEY ROAD (L.M. 9.91) TO THE SULLIVAN COUNTY LINE (L.M. 20.90).,10.99,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR190,BENTON,1,False,Resurfacing,THE RESURFACING ON S.R. 191 FROM I-40 (L.M. 0.00) TO MCCAULEY'S BLUFF ROAD (L.M. 5.00).,5.0,MILES,False,False,False,False,False,False,False,False,True,False,True
CNR183,CROCKETT,1,False,Resurfacing,THE RESURFACING WITH HOT IN-PLACE RECYCLING ON U.S. 412 (S.R. 20) FROM S.R. 76 (L.M. 17.63) TO THE MADISON COUNTY LINE (L.M. 22.29).,4.66,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR141,GREENE AND WASHINGTON,2,True,Resurfacing,"94,30016-8224-14,STP/HSIP-93(21),30009-3234-94,30009-8234-14 THE RESURFACING ON S.R. 93 AND S.R. 351 IN GREENE COUNTY AND ON S.R. 353 IN WASHINGTON COUNTY.",27.81,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR150,GREENE,1,False,Resurfacing,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON U.S. 11E (S.R. 34) FROM NEAR MAIN STREET (L.M. 6.80) TO NEAR EMERALD ROAD (L.M. 9.53).,2.73,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR140,GRAINGER,1,False,Resurfacing,THE RESURFACING ON S.R. 131 FROM U.S. 25E (S.R. 32) (L.M. 17.08) TO THE HANCOCK COUNTY LINE (L.M. 24.61).,7.53,MILES,False,False,False,False,False,False,False,False,False,False,True
CNR195,BLEDSOE,1,False,Resurfacing,THE RESURFACING ON U.S. 127 (S.R. 28) FROM NEAR COLLEGE STATION MOUNTAIN ROAD (L.M. 5.80) TO SOUTH OF S.R. 30 (L.M. 13.25).,7.45,MILES,False,False,False,False,False,False,False,False,False,True,True
CNR184,HARDIN,1,False,Resurfacing,THE RESURFACING WITH HOT IN-PLACE RECYCLING ON U.S. 64 (S.R. 15) FROM THE CRUMP CITY LIMITS (L.M. 4.23) TO THE TENNESSEE RIVER (L.M. 6.29).,2.06,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW275,MADISON,1,False,Roadway Improvements,THE RAMP IMPROVEMENT ON I-40 (EXIT 93) AT THE S.R. 152 (LAW ROAD) INTERCHANGE (L.M. 25.85 - L.M. 26.86) AND MISCELLANEOUS SAFETY IMPROVEMENTS ON I-40 FROM L.M. 22.35 - L.M. 27.95.,6.509,MILES,False,False,False,False,False,False,False,False,True,False,True
CNN046,GIBSON,1,False,Roadway Improvements,"MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 152 FROM THE HUMBOLDT CITY LIMITS TO S.R. 186, AND AT THE INTERSECTION OF S.R. 152 (JOE LUCKEY SR. HIGHWAY) AND S.R. 186.",4.0,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW325,PUTNAM,1,False,Roadway Improvements,"THE SAFETY IMPROVEMENTS ON U.S. 70N (S.R. 24) AT HAWKINS CRAWFORD ROAD AND PLUNK WHITSON ROAD, ON S.R. 135 NEAR THE I- 40 EB/WB RAMPS, AND VARIOUS INTERSECTIONS ALONG S.R. 135 AND S.R. 136 IN COOKEVILLE.",0.07,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX343,HAMILTON,1,False,Roadway Improvements,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 11 (S.R. 2) FROM THE I-75S RAMPS (L.M. 20.54) TO RELOCATION WAY (L.M. 20.94) IN CHATTANOOGA.,0.4,MILES,False,False,False,False,False,False,False,False,False,True,True
CNN942,SMITH,1,False,Roadway Improvements,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 25 AT THE INTERSECTION NEAR UPPER FERRY ROAD/MYERS STREET (L.M. 12.48 TO L.M. 13.04).,0.559,MILES,False,False,False,False,False,False,False,False,False,False,True
CNQ338,SHELBY,1,False,Roadway Improvements,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS AND RURAL INTERSECTIONS OF STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNY219,OBION,1,False,Roadway Improvements,THE CONSTRUCTION OF TURN LANES ON U.S. 51 (S.R. 3) AT GREENFIELD DRIVE/N. MORGAN STREET (L.M. 20.52 TO L.M. 20.84) FOR SIA SUPPORT SERVING WILLIAMS SAUSAGE HQ.,0.251,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW258,RUTHERFORD,1,False,Roadway Improvements,THE INSTALLATION OF SIGNALS AND LIGHTING AT THE I-840/VETERAN'S PARKWAY INTERCHANGE AND WIDENING OF THE I-840 WB RAMP TO VETERAN'S PARKWAY (L.M. 5.04 - L.M. 5.83).,1.417,MILES,False,False,False,False,True,False,False,True,True,False,False
CNN009,MONROE,1,False,Roadway Improvements,INTERSECTION IMPROVEMENTS ON WARREN STREET AT TELLICO STREET AND COLLEGE STREET IN MADISONVILLE.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNY215,WILLIAMSON,1,False,Roadway Improvements,"THE INTERSECTION IMPROVEMENTS INCLUDING SIGNALS ON U.S. 31A (S.R. 11, NOLENSVILLE ROAD) FROM SOUTH OF SANFORD ROAD (L.M. 13.25) TO SOUTH OF SUMMERLYN DRIVE (L.M. 13.6).",0.269,MILES,False,False,False,False,True,False,False,False,False,False,True
CNY228,GRAINGER,1,False,Roadway Improvements,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING SIGNALS ON U.S. 11W (S.R. 1) AT THE INTERSECTION OF PHYLLIS DRIVE AND MAIN STREET IN BEAN STATION (L.M. 30.30 - L.M. 30.70).,0.229,MILES,False,False,False,False,True,False,False,False,False,False,True
CNQ006,LAWRENCE,1,False,Roadway Improvements,"MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 6 AT THE INTERSECTIONS OF EAST GAINES STREET AND ALSO S.R. 15, INCLUDING IMPROVEMENTS ON S.R. 98 AND ON OLD FLORENCE-PULASKI ROAD.",6.81,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW356,RUTHERFORD,1,False,Roadway Improvements,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 99 AT THE INTERSECTION OF S.R. 269 (JACKSON RIDGE ROAD) (L.M. 7.74), INCLUDING INSTALLATION OF A FLASHING BEACON.",0.234,MILES,False,False,False,False,False,False,False,False,False,False,True
CNY060,SHELBY,1,False,Roadway Improvements,"THE INTERSECTION IMPROVEMENTS ON U.S. 51 (S.R. 1, DANNY THOMAS BOULEVARD) FROM POPLAR AVENUE (L.M. 2.85) TO S.R. 14 (L.M. 3.47) IN MEMPHIS.",0.715,MILES,False,False,False,False,False,False,False,False,False,True,True
CNY148,COFFEE,1,False,Roadway Improvements,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING INSTALLATION OF A FLASHING BEACON ON U.S. 41 (S.R. 2) AT THE INTERSECTION OF S.R. 64 (L.M. 0.48).,0.032,MILES,False,False,False,False,False,False,False,False,False,True,True
CNN204,CAMPBELL,1,False,Roadway Improvements,THE IMPROVEMENT OF THE INTERSECTION ON U.S. 25W (S.R. 9) AT RIDGE ROAD (L.M. 31.83) IN CARYVILLE.,0.12,MILES,False,False,False,False,False,False,False,False,False,False,True
CNQ933,KNOX,1,False,Roadway Improvements,THE IMPROVEMENT OF THE INTERCHANGE ON I-275 AT THE I-640 EASTBOUND RAMP (EXIT 3).,0.11,MILES,False,False,False,False,False,False,False,False,True,False,False
