contract_number,county,num_counties,multi_county,work_type,road_type,project_description,project_length,project_length_unit,has_grading,has_drainage,has_bridge,has_retaining_wall,has_paving,has_guardrail,has_signs,has_lighting,has_signals,has_pavement_marking,has_barrier,has_concrete,has_mowing,has_chip_seal,has_crack_seal,is_on_call,is_emergency
CNS341,BRADLEY AND MCMINN,2,1,Safety Improvement,State,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 306 FROM S.R. 60 (L.M. 0.00) TO THE MEIGS COUNTY LINE (L.M. 8.58), AND ON S.R. 307 FROM BURNETT ROAD (L.M. 2.18) TO OLD MOUNT HARMONY ROAD (L.M. 6.07).",12.47,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR097,MONTGOMERY AND ROBERTSON,2,1,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 25 AND S.R. 257 IN ROBERTSON COUNTY AND ON HICKORY POINT ROAD IN MONTGOMERY COUNTY.,16.22,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT372,HAYWOOD,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS943,COFFEE,1,0,Safety Improvement,Interstate,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON I-24 EB BETWEEN L.M. 4.20 AND L.M. 7.20.,3.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY296,GRUNDY AND SEQUATCHIE,2,1,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING HIGH FRICTION SURFACE TREATMENT (HFST) ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS944,BLOUNT AND LOUDON,2,1,Safety Improvement,US,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 321 (S.R. 73) FROM NEAR JACKSON BEND ROAD IN LOUDON COUNTY (L.M. 10.74) TO WEST OF BALDWIN ROAD IN BLOUNT COUNTY (L.M. 4.86).,9.08,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT302,BLOUNT,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS247,MAURY,1,0,Safety Improvement,US,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 246 FROM U.S. 31 (S.R. 6) TO THE WILLIAMSON COUNTY LINE, ON THETA PIKE FROM NORTH OF WITHERSPOON ROAD TO DARKS MILL ROAD AND ON S.R. 243 AT THE INTERSECTION OF 3RD AVENUE.",9.42,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS366,SUMNER,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON CENTER POINT ROAD FROM HURT ROAD TO S.R. 174 (LONG HOLLOW PIKE) (L.M. 3.89 TO L.M. 4.43).,0.54,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT362,OBION,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS349,RUTHERFORD,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 266 FROM JACK HUNTER DRIVE (L.M. 3.94) TO G STREET (L.M. 4.61).,0.67,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY272,MACON,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS354,WILSON,1,0,Safety Improvement,US,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 231 (S.R. 10) FROM FISHER LANE (L.M. 18.08) TO THE TROUSDALE COUNTY LINE (L.M. 20.97).,2.89,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR003,DAVIDSON,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY271,LAWRENCE AND MARSHALL,2,1,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT368,LOUDON,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY301,HICKMAN,1,0,Safety Improvement,State,"THE RESURFACING ON S.R. 50 FROM COLLINS LANE (L.M. 25.25) TO THE MAURY COUNTY LINE (L.M. 31.66), AND MISCELLANEOUS SAFETY IMPROVEMENTS FROM THE HIGHWAY 50 WEST LOOP (L.M. 12.01) TO ORTON CIRCLE (L.M. 14.45).",8.85,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR027,"DAVIDSON, LAWRENCE, MAURY, SUMNER, AND WILLIAMSON",5,1,Safety Improvement,Interstate,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON I-24 EB EXIT RAMP TO S.R. 1 IN DAVIDSON COUNTY, AND VARIOUS LOCAL AND STATE ROUTES IN MAURY, WILLIAMSON, LAWRENCE AND SUMNER COUNTIES.",5.54,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT020,SHELBY,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS AT THE INTERSECTION OF HOLMES ROAD AND HORN LAKE ROAD IN MEMPHIS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS248,DICKSON,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 48 FROM NORTH OF R OWEN ROAD (L.M. 21.00) TO THE BRIDGE OVER FURNACE CREEK (L.M. 24.03).,3.03,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT367,UNION,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS368,LINCOLN,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 110 FROM BYERS ROAD (L.M. 13.37) TO HOPKINS ROAD (L.M. 14.52).,1.15,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS236,HAMILTON AND MARION,2,1,Safety Improvement,Interstate,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON I-24 FROM S.R. 156 (L.M. 26.81) TO THE GEORGIA STATE LINE (L.M. 0.31).,5.63,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR026,DEKALB AND WILSON,2,1,Safety Improvement,US,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 70 (S.R. 26) FROM WEST OF THE DEKALB COUNTY LINE (L.M. 20.16) IN WILSON COUNTY TO NEAR S.R. 96 (L.M. 6.10) IN DEKALB COUNTY.,6.26,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU190,HOUSTON,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS093,DYER,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON JENKINSVILLE-JAMESTOWN ROAD FROM PENNELL LANE (L.M. 1.52) TO S.R. 78 (L.M. 4.00).,3.95,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR129,KNOX AND SEVIER,2,1,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 33 AND PLEASANT RIDGE ROAD IN KNOX COUNTY AND ON S.R. 71 AND S.R. 449 IN SEVIER COUNTY.,6.38,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY016,WEAKLEY,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON S.R. 445 FROM THE GIBSON COUNTY LINE (L.M. 0.00) TO NEAR LOSSON PUCKETT ROAD (L.M. 4.99).,4.99,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNS015,"BENTON, DECATUR, AND HENRY",3,1,Safety Improvement,Other,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL AND STATE ROUTES IN BENTON, DECATUR AND HENRY COUNTIES.",132.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR309,SHELBY,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING HIGH FRICTION SURFACE TREATMENT ON S.R. 23 AT THE INTERSECTION OF WHITE STATION ROAD IN MEMPHIS (L.M. 7.70 TO L.M. 7.87).,0.37,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS051,PICKETT,1,0,Safety Improvement,US,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 127 (S.R. 28) FROM S.R. 295 (L.M. 3.37) TO THE KENTUCKY STATE LINE (L.M. 7.04).,3.67,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS144,FAYETTE AND SHELBY,2,1,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 18 AT S.R. 57 IN FAYETTE COUNTY AND ON RALEIGH-MILLINGTON ROAD FROM JAMES BOYD ROAD TO CHURCH STREET IN SHELBY COUNTY.,0.66,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS268,GIBSON,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON SANDERS STORE TO MILAN ROAD FROM S.R. 186 TO THE MILAN CITY LIMITS.,3.86,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS310,GILES,1,0,Safety Improvement,US,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 64 (S.R. 15) FROM WEST COLLEGE STREET (L.M. 9.30) TO EAST COLLEGE STREET (L.M. 15.86).,6.56,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS311,RUTHERFORD,1,0,Safety Improvement,Interstate,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 102 FROM I-840 (L.M. 0.79) TO THE SMYRNA CITY LIMITS (L.M. 5.79).,5.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY148,COFFEE,1,0,Safety Improvement,US,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING INSTALLATION OF A FLASHING BEACON ON U.S. 41 (S.R. 2) AT THE INTERSECTION OF S.R. 64 (L.M. 0.48).,0.032,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS313,SUMNER,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 25 FROM AIRPORT ROAD (L.M. 17.71) TO HILTON LANE (L.M. 22.01).,5.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS301,WHITE,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 111 FROM NEAR PANTHER DRIVE (L.M. 5.90) TO THE BRIDGE OVER CALF KILLER RIVER (L.M. 6.37).,0.47,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS312,WILSON,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON OLD LEBANON DIRT ROAD FROM THE DAVIDSON COUNTY LINE TO S.R. 171 IN MT. JULIET.,3.47,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT187,LAUDERDALE,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,11.9,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT325,MARION,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT318,MCMINN,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR313,MADISON,1,0,Safety Improvement,Interstate,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON CHRISTMASVILLE ROAD FROM I-40 (L.M. 3.10) TO THE GIBSON COUNTY LINE (L.M. 11.73).,8.5,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT317,GRUNDY,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS184,SULLIVAN AND WASHINGTON,2,1,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 36 IN WASHINGTON AND SULLIVAN COUNTIES.,6.01,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT338,KNOX,1,0,Safety Improvement,Interstate,"THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING SIGNALS ON THE I-40 EASTBOUND OFF RAMP (EXIT 394) TO S.R. 168 AND U.S. 11E (U.S. 25W, U.S. 70, S.R. 9).",0.233,MILES,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CNR099,HOUSTON,1,0,Safety Improvement,State,"THE RESURFACING ON S.R. 13 FROM THE HUMPHREYS COUNTY LINE TO S.R. 49, ON S.R. 49 FROM S.R. 13 TO EAST OF SALMON BRANCH ROAD AND SAFETY IMPROVEMENTS FROM CHURCH STREET TO S.R. 13.",15.82,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR139,CARROLL AND WEAKLEY,2,1,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT373,CROCKETT,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR308,DECATUR AND HARDIN,2,1,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 69 AND S.R. 100 IN DECATUR COUNTY AND PYBURNS DRIVE IN HARDIN COUNTY.,9.43,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR144,FENTRESS,1,0,Safety Improvement,State,THE CONSTRUCTION OF AN ACCELERATION LANE ON S.R. 28 (L.M. 21.00) AND SAFETY IMPROVEMENTS FROM NEAR THE JAMESTOWN CITY LIMITS (L.M. 20.78) TO THE PICKETT COUNTY LINE (L.M. 33.58).,12.58,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS183,JEFFERSON,1,0,Safety Improvement,US,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 25W (U.S. 70, S.R. 9) AT S.R. 113 (OAK GROVE ROAD) (L.M. 16.41).",0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT385,CHEATHAM,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT322,BLOUNT,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING HFST ON BURNETT STATION ROAD FROM I.C. KING ROAD TO HUSKEY VALLEY ROAD AND ON MORGANTON ROAD FROM PANORAMA ROAD TO CLENDENEN ROAD.,2.33,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR030,"CUMBERLAND, FRANKLIN, AND RHEA",3,1,Safety Improvement,State,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 156 AT THE INTERSECTION OF MIDWAY ROAD (L.M. 0.44), AND ON VARIOUS STATE ROUTES AND LOCAL ROADS.",0.43,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR127,CLAY AND FENTRESS,2,1,Safety Improvement,State,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 51 AT THE INTERSECTION OF S.R. 52 (L.M. 0.00), AND ON S.R. 154 FROM NEAR S.R. 28 (L.M. 2.20) TO S.R. 297 (L.M. 10.75).",8.55,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY303,"COCKE, GREENE, ROANE, AND SEVIER",4,1,Safety Improvement,US,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 411/U.S. 441 (S.R. 35), S.R. 61, AND VARIOUS LOCAL ROADS.",5.39,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS216,ROBERTSON,1,0,Safety Improvement,US,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 431 (S.R. 65) FROM THE DAVIDSON COUNTY LINE (L.M. 0.00) TO OLD HWY 431 (L.M. 2.13).,2.13,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS059,WASHINGTON,1,0,Safety Improvement,State,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 107, BOONES STATION ROAD AND KNOB CREEK ROAD.",14.34,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS008,BUREN,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 30 FROM THE WARREN COUNTY LINE (L.M. 0.00) TO THE BLEDSOE COUNTY LINE (L.M. 22.15).,22.15,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR322,MADISON,1,0,Safety Improvement,US,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 45 (S.R. 5) AND ON VARIOUS LOCAL ROADS.,4.57,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR131,"BLOUNT, LOUDON, AND MONROE",3,1,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON S.R. 33 FROM THE MCMINN COUNTY LINE IN MONROE COUNTY TO THE KNOX COUNTY LINE IN BLOUNT COUNTY.,42.84,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNN107,MONROE AND POLK,2,1,Safety Improvement,Other,MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS IN MONROE AND POLK COUNTIES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN920,"BEDFORD, MARSHALL, RUTHERFORD, AND WILLIAMSON",4,1,Safety Improvement,State,MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 269 FROM FAIRFIELD PIKE (L.M. 5.89) TO S.R. 64 (BLACKMAN BOULEVARD) (L.M. 9.52).,23.46,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT124,HENRY,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,10.25,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW251,DYER,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW234,CUMBERLAND,1,0,Safety Improvement,US,THE INSTALLATION OF A FLASHING BEACON AND MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 70 (S.R. 1) AT THE INTERSECTION OF MARKET STREET (L.M. 24.84) IN CRAB ORCHARD.,0.207,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW280,CLAY,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 52 FROM HILL TOP ROAD TO HARVE KNIGHT ROAD (L.M. 0.69 TO L.M. 3.08) AND FROM NEAR MEADOW LANE TO HUMMINGBIRD LANE (L.M. 14.00 TO L.M. 15.00).,3.39,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW256,CHESTER,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW249,CARTER,1,0,Safety Improvement,US,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 362 FROM S.R. 361 (L.M. 0.00) TO GAP CREEK ROAD (L.M. 5.34) AND ON U.S. 321 (S.R. 159) FROM ANDREW FINNEY ROAD (L.M. 2.83) TO BUNTONTOWN ROAD (L.M. 8.14).,10.65,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNQ254,"CHESTER, HARDEMAN, AND MCNAIRY",3,1,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN342,MARSHALL,1,0,Safety Improvement,State,THE SAFETY IMPROVEMENTS INCLUDING RESURFACING ON U.S. 31A (S.R. 11) FROM PINE STREET (L.M. 4.27) TO NORTH OF KENNEDY LANE (L.M. 4.38) IN CORNERSVILLE.,0.11,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ937,"MACON, SMITH, AND TROUSDALE",3,1,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW161,TIPTON,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 179 FROM NEAR VANDY AVENUE (L.M. 1.00) TO NEAR S.R. 14 (L.M. 5.76).,4.76,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU013,CARROLL,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW173,SEVIER,1,0,Safety Improvement,Interstate,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON THE I-40 INTERCHANGE AT S.R. 66 AND WINFIELD DUNN PARKWAY IN SEVIERVILLE (L.M. 2.18 – L.M. 2.74).,0.56,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW154,MCNAIRY,1,0,Safety Improvement,US,"002,55S005-M3-003 THE RESURFACING WITH HOT IN-PLACE RECYCLING ON U.S. 45 (S.R. 5) FROM U.S. 45 (S.R. 5) (L.M. 11.78) TO U.S. 64 (S.R. 15) (L.M. 15.58), INCLUDING MISCELLANEOUS SAFETY IMPROVEMENTS.",3.8,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNZ018,DAVIDSON,1,0,Safety Improvement,US,"THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING SIGNALS ON HAMILTON CHURCH ROAD FROM EAST OF U.S. 41 (U.S. 70S, S.R. 1) TO WEST OF CALUMET DRIVE IN NASHVILLE.",0.5,MILES,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CNW203,LAKE,1,0,Safety Improvement,State,THE RESURFACING AND MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 78 FROM CLAY WYNN ROAD (L.M. 6.53) TO NEAR S.R. 21 (L.M. 10.64) AND RESURFACING FROM NEAR S.R. 22 (L.M. 11.23) TO VAN WORKS ROAD (L.M. 15.62).,8.5,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ257,"CROCKETT, FAYETTE, AND HAYWOOD",3,1,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW252,GIBSON,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW273,LAUDERDALE,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW275,MADISON,1,0,Safety Improvement,Interstate,THE RAMP IMPROVEMENT ON I-40 (EXIT 93) AT THE S.R. 152 (LAW ROAD) INTERCHANGE (L.M. 25.85 - L.M. 26.86) AND MISCELLANEOUS SAFETY IMPROVEMENTS ON I-40 FROM L.M. 22.35 - L.M. 27.95.,6.509,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN298,SUMNER,1,0,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 76 FROM U.S. 31W (S.R. 41) (L.M. 0.00) TO S.R. 109 (L.M. 10.34).,10.34,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNQ341,HAMILTON,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN271,WARREN,1,0,Safety Improvement,Other,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN344,"ANDERSON, CAMPBELL, AND MORGAN",3,1,Safety Improvement,State,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON S.R. 116 FROM S.R. 62 IN MORGAN COUNTY (L.M. 0.00) TO THE CAMPBELL COUNTY LINE IN ANDERSON COUNTY (L.M. 9.73).,15.95,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNN314,BENTON AND DECATUR,2,1,Safety Improvement,State,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 69A FROM REYNOLDSBURG ROAD TO CEDAR GROVE ROAD, AND ON MT. CARMEL ROAD FROM S.R. 100 TO THREE WAY ROAD.",23.32,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
